


   t (Gyr) =  0.001
-----------------------------------------------------------------------------------------
    M/Ms	Teff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
  0.0400  1271.   -4.70   5.10   6.50  0.0000  1.0000      14.037      13.986      13.699
  0.0500  1543.   -4.37   5.21   6.39  0.0000  0.9440      13.214      13.057      12.892
  0.0600  1801.   -4.11   5.29   6.38  0.0000  0.0001      12.583      12.307      12.158
  0.0700  2082.   -3.83   5.33   6.57  0.0000  0.0000      11.965      11.578      11.349
  0.0720  2140.   -3.77   5.34   6.64  0.0000  0.0000      11.840      11.438      11.193
  0.0750  2234.   -3.68   5.33   6.79  0.0000  0.0000      11.639      11.213      10.947
  0.0800  2383.   -3.53   5.32   7.10  0.0000  0.0000      11.309      10.861      10.572
  0.0900  2627.   -3.27   5.28   7.87  0.0000  0.0000      10.769      10.285       9.986
  0.1000  2784.   -3.08   5.25   8.67  0.0000  0.0000      10.380       9.880       9.584
  0.1100  2919.   -2.93   5.22   9.39  0.0000  0.0000      10.061       9.550       9.261
  0.1300  3054.   -2.73   5.17  10.80  0.0000  0.0000       9.624       9.105       8.819
  0.1500  3149.   -2.58   5.13  12.09  0.0000  0.0000       9.286       8.761       8.480
  0.1750  3234.   -2.43   5.10  13.59  0.0000  0.0000       8.944       8.414       8.140
  0.2000  3290.   -2.32   5.07  15.02  0.0000  0.0000       8.668       8.135       7.866
  0.2500  3374.   -2.13   5.03  17.67  0.0000  0.0000       8.229       7.686       7.424
  0.3000  3437.   -1.98   4.99  20.16  0.0000  0.0000       7.878       7.326       7.069
  0.3500  3478.   -1.86   4.95  22.82  0.0000  0.0000       7.569       7.006       6.753
  0.4000  3522.   -1.73   4.90  25.81  0.0000  0.0000       7.257       6.682       6.434
  0.4500  3583.   -1.61   4.86  28.71  0.0000  0.0000       6.968       6.376       6.134
  0.5000  3649.   -1.48   4.81  32.05  0.0000  0.0000       6.667       6.054       5.822
  0.5700  3798.   -1.28   4.74  37.07  0.0000  0.0000       6.218       5.558       5.351
  0.6000  3883.   -1.20   4.71  39.19  0.0000  0.0000       6.021       5.341       5.149
  0.6200  3946.   -1.14   4.70  40.60  0.0000  0.0000       5.893       5.201       5.020
  0.7000  4209.   -0.91   4.64  46.37  0.0000  0.0010       5.433       4.773       4.607
  0.7500  4418.   -0.77   4.61  49.53  0.0000  0.0213       5.140       4.510       4.368
  0.8000  4603.   -0.64   4.58  53.14  0.0000  0.1300       5.140       4.510       4.368
  0.8500  4777.   -0.51   4.54  57.10  0.0000  0.3250       5.140       4.510       4.368
  0.9000  4958.   -0.39   4.51  61.05  0.0000  0.5280       5.140       4.510       4.368
  0.9500  5138.   -0.27   4.47  65.18  0.0000  0.6850       4.099       3.662       3.568
  1.0000  5304.   -0.15   4.44  69.74  0.0000  0.7890       3.868       3.469       3.382
  1.0500  5456.   -0.04   4.40  74.78  0.0000  0.8560       3.643       3.277       3.195
  1.1000  5604.    0.06   4.36  80.00  0.0000  0.9020       3.431       3.092       3.016
  1.1500  5754.    0.16   4.32  85.26  0.0000  0.9330       3.230       2.917       2.846
  1.2000  5928.    0.27   4.29  90.59  0.0000  0.9550       3.030       2.745       2.679
  1.4000  6554.    0.60   4.20 108.33  0.0000  0.9900       2.426       2.224       2.173
-----------------------------------------------------------------------------------------



   t (Gyr) =  2.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0010   125.   -8.63   3.40   7.26  1.0000  1.0000      36.522      32.324      53.408
  0.0020   180.   -7.97   3.68   7.44  1.0000  1.0000      29.189      27.778      43.067
  0.0030   223.   -7.59   3.85   7.52  1.0000  1.0000      25.731      25.277      37.434
  0.0040   257.   -7.34   3.97   7.53  1.0000  1.0000      24.192      24.083      34.421
  0.0050   285.   -7.16   4.07   7.51  1.0000  1.0000      22.819      23.156      31.971
  0.0060   311.   -7.02   4.16   7.46  1.0000  1.0000      21.962      22.425      30.167
  0.0070   341.   -6.87   4.23   7.40  1.0000  1.0000      21.401      21.738      28.566
  0.0080   365.   -6.75   4.29   7.35  1.0000  1.0000      20.909      21.147      27.197
  0.0090   387.   -6.66   4.35   7.29  1.0000  1.0000      20.446      20.599      25.936
  0.0100   409.   -6.57   4.40   7.24  0.9800  1.0000      20.065      20.149      24.870
  0.0120   469.   -6.34   4.49   7.16  0.3285  1.0000      19.349      19.247      22.647
  0.0150   514.   -6.20   4.61   7.00  0.0000  1.0000      18.880      18.698      21.278
  0.0200   610.   -5.93   4.76   6.79  0.0000  1.0000      17.900      17.786      19.329
  0.0300   824.   -5.46   4.98   6.45  0.0000  1.0000      16.256      16.259      16.587
  0.0400  1021.   -5.12   5.14   6.20  0.0000  1.0000      15.181      15.238      15.110
  0.0500  1232.   -4.82   5.26   6.00  0.0000  0.9420      14.343      14.350      14.098
  0.0600  1471.   -4.53   5.36   5.90  0.0000  0.0000      13.580      13.503      13.325
  0.0700  1844.   -4.11   5.40   6.07  0.0000  0.0000      12.599      12.324      12.191
  0.0720  1941.   -4.00   5.40   6.18  0.0000  0.0000      12.366      12.039      11.877
  0.0750  2095.   -3.84   5.38   6.41  0.0000  0.0000      11.996      11.608      11.388
  0.0800  2327.   -3.59   5.35   6.89  0.0000  0.0000      11.460      11.018      10.738
  0.0900  2621.   -3.28   5.29   7.84  0.0000  0.0000      10.786      10.303      10.004
  0.1000  2784.   -3.08   5.25   8.67  0.0000  0.0000      10.382       9.882       9.586
  0.1100  2920.   -2.93   5.22   9.39  0.0000  0.0000      10.061       9.550       9.261
  0.1300  3054.   -2.73   5.17  10.80  0.0000  0.0000       9.623       9.105       8.819
  0.1500  3150.   -2.58   5.13  12.09  0.0000  0.0000       9.285       8.761       8.479
  0.1750  3234.   -2.43   5.10  13.59  0.0000  0.0000       8.943       8.413       8.139
  0.2000  3291.   -2.32   5.07  15.03  0.0000  0.0000       8.666       8.133       7.864
  0.2500  3374.   -2.13   5.02  17.73  0.0000  0.0000       8.222       7.680       7.417
  0.3000  3437.   -1.98   4.98  20.30  0.0000  0.0000       7.863       7.310       7.053
  0.3500  3478.   -1.85   4.95  22.87  0.0000  0.0000       7.564       7.001       6.748
  0.4000  3521.   -1.72   4.90  25.98  0.0000  0.0000       7.244       6.668       6.420
  0.4500  3582.   -1.60   4.86  28.87  0.0000  0.0000       6.957       6.365       6.123
  0.5000  3648.   -1.47   4.81  32.23  0.0000  0.0000       6.655       6.042       5.810
  0.5700  3797.   -1.28   4.74  37.27  0.0000  0.0000       6.206       5.546       5.339
  0.6000  3883.   -1.19   4.71  39.41  0.0000  0.0000       6.009       5.328       5.137
  0.6200  3948.   -1.13   4.69  40.80  0.0000  0.0000       5.880       5.188       5.007
  0.7000  4215.   -0.90   4.63  46.66  0.0000  0.0005       5.416       4.756       4.591
  0.7500  4427.   -0.76   4.60  49.88  0.0000  0.0160       5.119       4.490       4.349
  0.8000  4614.   -0.62   4.57  53.61  0.0000  0.1210       5.119       4.490       4.349
  0.8500  4792.   -0.49   4.53  57.76  0.0000  0.3210       5.119       4.490       4.349
  0.9000  4977.   -0.37   4.49  61.89  0.0000  0.5270       5.119       4.490       4.349
  0.9500  5162.   -0.24   4.46  66.34  0.0000  0.6850       4.048       3.617       3.524
  1.0000  5328.   -0.12   4.42  71.38  0.0000  0.7890       3.805       3.412       3.326
  1.0500  5480.   -0.01   4.37  77.02  0.0000  0.8560       3.569       3.207       3.126
  1.1000  5629.    0.10   4.33  83.08  0.0000  0.9020       3.339       3.005       2.929
  1.1500  5777.    0.21   4.28  89.23  0.0000  0.9330       3.123       2.814       2.743
  1.2000  5965.    0.33   4.24  96.16  0.0000  0.9550       2.888       2.608       2.543
  1.4000  6311.    0.66   4.07 125.37  0.0000  0.9900       2.192       1.961       1.905
-----------------------------------------------------------------------------------------



   t (Gyr) =  3.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0010   107.   -8.91   3.41   7.20  1.0000  1.0000      39.003      33.932      56.870
  0.0020   156.   -8.23   3.69   7.36  1.0000  1.0000      32.449      29.956      47.650
  0.0030   195.   -7.84   3.86   7.43  1.0000  1.0000      27.579      26.675      40.597
  0.0040   229.   -7.56   3.98   7.44  1.0000  1.0000      25.684      25.225      37.135
  0.0050   257.   -7.36   4.08   7.41  1.0000  1.0000      24.271      24.355      34.705
  0.0060   281.   -7.21   4.17   7.36  1.0000  1.0000      23.153      23.579      32.687
  0.0070   302.   -7.09   4.24   7.31  1.0000  1.0000      22.303      22.874      31.005
  0.0080   327.   -6.96   4.31   7.25  1.0000  1.0000      21.821      22.288      29.637
  0.0090   350.   -6.85   4.36   7.20  1.0000  1.0000      21.355      21.729      28.348
  0.0100   370.   -6.76   4.41   7.14  0.9800  1.0000      20.919      21.212      27.162
  0.0120   414.   -6.57   4.50   7.06  0.3285  1.0000      20.072      20.204      24.839
  0.0150   462.   -6.40   4.62   6.90  0.0000  1.0000      19.556      19.556      23.166
  0.0200   544.   -6.14   4.77   6.70  0.0000  1.0000      18.681      18.558      20.847
  0.0300   713.   -5.72   5.00   6.34  0.0000  1.0000      17.070      17.118      18.044
  0.0400   901.   -5.35   5.16   6.06  0.0000  1.0000      15.893      15.953      16.111
  0.0500  1085.   -5.06   5.29   5.84  0.0000  0.9420      15.008      15.078      14.927
  0.0600  1298.   -4.77   5.39   5.71  0.0000  0.0000      14.202      14.203      13.973
  0.0700  1708.   -4.27   5.43   5.86  0.0000  0.0000      12.970      12.781      12.667
  0.0720  1836.   -4.13   5.43   5.99  0.0000  0.0000      12.643      12.378      12.252
  0.0750  2041.   -3.90   5.40   6.28  0.0000  0.0000      12.138      11.768      11.571
  0.0800  2321.   -3.60   5.35   6.86  0.0000  0.0000      11.478      11.037      10.758
  0.0900  2622.   -3.28   5.29   7.83  0.0000  0.0000      10.786      10.302      10.003
  0.1000  2784.   -3.08   5.25   8.67  0.0000  0.0000      10.382       9.881       9.586
  0.1100  2920.   -2.93   5.22   9.39  0.0000  0.0000      10.061       9.550       9.260
  0.1300  3054.   -2.73   5.17  10.80  0.0000  0.0000       9.623       9.104       8.819
  0.1500  3150.   -2.58   5.13  12.09  0.0000  0.0000       9.285       8.760       8.479
  0.1750  3234.   -2.43   5.10  13.60  0.0000  0.0000       8.941       8.412       8.138
  0.2000  3291.   -2.31   5.07  15.04  0.0000  0.0000       8.664       8.131       7.862
  0.2500  3374.   -2.12   5.02  17.80  0.0000  0.0000       8.213       7.670       7.408
  0.3000  3436.   -1.97   4.98  20.47  0.0000  0.0000       7.845       7.292       7.035
  0.3500  3477.   -1.85   4.94  23.03  0.0000  0.0000       7.549       6.986       6.734
  0.4000  3521.   -1.72   4.89  26.06  0.0000  0.0000       7.237       6.661       6.413
  0.4500  3581.   -1.60   4.85  29.00  0.0000  0.0000       6.948       6.356       6.114
  0.5000  3648.   -1.47   4.80  32.35  0.0000  0.0000       6.647       6.033       5.801
  0.5700  3798.   -1.27   4.73  37.40  0.0000  0.0000       6.197       5.536       5.330
  0.6000  3886.   -1.19   4.71  39.55  0.0000  0.0000       5.999       5.316       5.126
  0.6200  3951.   -1.13   4.69  40.98  0.0000  0.0000       5.869       5.175       4.995
  0.7000  4222.   -0.89   4.63  46.90  0.0000  0.0003       5.399       4.740       4.576
  0.7500  4437.   -0.75   4.60  50.19  0.0000  0.0121       5.098       4.472       4.332
  0.8000  4627.   -0.61   4.56  54.04  0.0000  0.1150       5.098       4.472       4.332
  0.8500  4808.   -0.48   4.52  58.35  0.0000  0.3180       5.098       4.472       4.332
  0.9000  4999.   -0.35   4.48  62.71  0.0000  0.5270       5.098       4.472       4.332
  0.9500  5184.   -0.22   4.44  67.57  0.0000  0.6850       3.996       3.571       3.479
  1.0000  5352.   -0.10   4.39  73.21  0.0000  0.7890       3.739       3.352       3.266
  1.0500  5506.    0.03   4.34  79.71  0.0000  0.8560       3.483       3.127       3.047
  1.1000  5653.    0.15   4.29  86.63  0.0000  0.9020       3.239       2.909       2.834
  1.1500  5796.    0.26   4.24  94.07  0.0000  0.9330       3.002       2.695       2.626
  1.2000  5927.    0.39   4.17 104.14  0.0000  0.9550       2.731       2.446       2.380
  1.3000  5957.    0.55   4.05 123.54  0.0000  0.9790       2.351       2.070       2.006
-----------------------------------------------------------------------------------------



   t (Gyr) =  4.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0020   140.   -8.42   3.70   7.32  1.0000  1.0000      34.632      31.419      50.724
  0.0030   176.   -8.02   3.86   7.38  1.0000  1.0000      30.032      28.375      44.096
  0.0040   208.   -7.73   3.99   7.38  1.0000  1.0000      26.774      26.053      39.109
  0.0050   236.   -7.51   4.09   7.35  1.0000  1.0000      25.299      25.217      36.655
  0.0060   261.   -7.35   4.17   7.30  1.0000  1.0000      24.126      24.452      34.595
  0.0070   281.   -7.22   4.25   7.24  1.0000  1.0000      23.211      23.752      32.867
  0.0080   300.   -7.12   4.31   7.19  1.0000  1.0000      22.464      23.089      31.351
  0.0090   323.   -7.00   4.37   7.13  1.0000  1.0000      22.009      22.540      30.079
  0.0100   343.   -6.89   4.42   7.08  0.9800  1.0000      21.575      22.022      28.887
  0.0120   383.   -6.71   4.51   7.00  0.3285  1.0000      20.673      20.960      26.484
  0.0150   426.   -6.55   4.63   6.84  0.0000  1.0000      20.015      20.189      24.587
  0.0200   499.   -6.30   4.78   6.64  0.0000  1.0000      19.228      19.107      21.948
  0.0300   652.   -5.89   5.00   6.28  0.0000  1.0000      17.695      17.692      19.029
  0.0400   820.   -5.53   5.17   5.98  0.0000  1.0000      16.467      16.513      16.966
  0.0500   994.   -5.23   5.30   5.75  0.0000  0.9420      15.488      15.587      15.591
  0.0600  1190.   -4.94   5.41   5.60  0.0000  0.0000      14.647      14.708      14.506
  0.0700  1603.   -4.40   5.45   5.73  0.0000  0.0000      13.272      13.152      13.027
  0.0720  1766.   -4.21   5.44   5.88  0.0000  0.0000      12.829      12.608      12.494
  0.0750  2017.   -3.93   5.41   6.24  0.0000  0.0000      12.200      11.838      11.652
  0.0800  2320.   -3.60   5.35   6.86  0.0000  0.0000      11.480      11.039      10.760
  0.0900  2622.   -3.28   5.29   7.84  0.0000  0.0000      10.785      10.302      10.003
  0.1000  2784.   -3.08   5.25   8.67  0.0000  0.0000      10.381       9.881       9.585
  0.1100  2920.   -2.93   5.22   9.39  0.0000  0.0000      10.060       9.549       9.260
  0.1300  3054.   -2.73   5.17  10.81  0.0000  0.0000       9.622       9.103       8.818
  0.1500  3151.   -2.58   5.13  12.09  0.0000  0.0000       9.284       8.759       8.478
  0.1750  3235.   -2.43   5.10  13.61  0.0000  0.0000       8.940       8.411       8.136
  0.2000  3292.   -2.31   5.07  15.06  0.0000  0.0000       8.660       8.127       7.858
  0.2500  3375.   -2.12   5.02  17.87  0.0000  0.0000       8.203       7.660       7.398
  0.3000  3436.   -1.97   4.97  20.61  0.0000  0.0000       7.831       7.277       7.020
  0.3500  3476.   -1.84   4.94  23.22  0.0000  0.0000       7.532       6.968       6.716
  0.4000  3522.   -1.72   4.89  26.12  0.0000  0.0000       7.231       6.654       6.407
  0.4500  3581.   -1.60   4.85  29.08  0.0000  0.0000       6.941       6.349       6.107
  0.5000  3648.   -1.47   4.80  32.45  0.0000  0.0000       6.641       6.026       5.794
  0.5700  3801.   -1.27   4.73  37.51  0.0000  0.0000       6.188       5.526       5.320
  0.6000  3890.   -1.18   4.70  39.68  0.0000  0.0000       5.989       5.305       5.115
  0.6200  3955.   -1.12   4.69  41.12  0.0000  0.0000       5.858       5.163       4.984
  0.7000  4231.   -0.89   4.62  47.10  0.0000  0.0001       5.384       4.725       4.562
  0.7500  4448.   -0.74   4.59  50.49  0.0000  0.0101       5.078       4.454       4.315
  0.8000  4641.   -0.60   4.55  54.48  0.0000  0.1100       5.078       4.454       4.315
  0.8500  4825.   -0.46   4.51  59.02  0.0000  0.3160       5.078       4.454       4.315
  0.9000  5021.   -0.33   4.47  63.64  0.0000  0.5260       4.214       3.749       3.649
  0.9500  5210.   -0.19   4.42  68.97  0.0000  0.6850       3.939       3.520       3.429
  1.0000  5375.   -0.06   4.37  75.42  0.0000  0.7890       3.663       3.281       3.196
  1.0500  5528.    0.07   4.31  82.86  0.0000  0.8560       3.389       3.037       2.958
  1.1000  5675.    0.20   4.24  91.25  0.0000  0.9020       3.117       2.791       2.717
  1.1500  5782.    0.32   4.18 100.65  0.0000  0.9330       2.861       2.553       2.483
  1.2000  5677.    0.41   4.07 116.76  0.0000  0.9550       2.585       2.260       2.186
-----------------------------------------------------------------------------------------



   t (Gyr) =  5.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0020   129.   -8.57   3.70   7.29  1.0000  1.0000      36.138      32.429      52.845
  0.0030   162.   -8.17   3.87   7.34  1.0000  1.0000      31.894      29.668      46.757
  0.0040   193.   -7.87   3.99   7.34  1.0000  1.0000      28.130      27.038      41.219
  0.0050   220.   -7.64   4.10   7.30  1.0000  1.0000      26.117      25.909      38.216
  0.0060   244.   -7.47   4.18   7.25  1.0000  1.0000      24.921      25.173      36.163
  0.0070   265.   -7.33   4.25   7.20  1.0000  1.0000      23.943      24.456      34.355
  0.0080   284.   -7.22   4.32   7.14  1.0000  1.0000      23.167      23.803      32.820
  0.0090   301.   -7.12   4.38   7.09  1.0000  1.0000      22.540      23.198      31.484
  0.0100   322.   -7.01   4.43   7.03  0.9800  1.0000      22.118      22.692      30.313
  0.0120   361.   -6.82   4.52   6.94  0.3285  1.0000      21.229      21.643      27.943
  0.0150   399.   -6.67   4.63   6.80  0.0000  1.0000      20.393      20.707      25.746
  0.0200   473.   -6.40   4.79   6.59  0.0000  1.0000      19.567      19.598      23.024
  0.0300   610.   -6.01   5.01   6.23  0.0000  1.0000      18.168      18.112      19.749
  0.0400   760.   -5.67   5.18   5.93  0.0000  1.0000      16.927      16.978      17.727
  0.0500   931.   -5.35   5.31   5.68  0.0000  0.9420      15.872      15.969      16.133
  0.0600  1120.   -5.06   5.42   5.52  0.0000  0.0000      14.973      15.065      14.927
  0.0700  1524.   -4.50   5.47   5.64  0.0000  0.0000      13.519      13.443      13.292
  0.0720  1712.   -4.28   5.45   5.80  0.0000  0.0000      12.981      12.795      12.684
  0.0750  2006.   -3.94   5.41   6.21  0.0000  0.0000      12.229      11.870      11.689
  0.0800  2320.   -3.60   5.35   6.86  0.0000  0.0000      11.480      11.039      10.759
  0.0900  2622.   -3.28   5.29   7.84  0.0000  0.0000      10.784      10.301      10.002
  0.1000  2785.   -3.08   5.25   8.67  0.0000  0.0000      10.380       9.880       9.584
  0.1100  2921.   -2.93   5.22   9.39  0.0000  0.0000      10.060       9.549       9.260
  0.1300  3055.   -2.73   5.17  10.81  0.0000  0.0000       9.622       9.103       8.818
  0.1500  3151.   -2.58   5.13  12.10  0.0000  0.0000       9.283       8.758       8.477
  0.1750  3235.   -2.43   5.10  13.62  0.0000  0.0000       8.938       8.409       8.134
  0.2000  3292.   -2.31   5.07  15.09  0.0000  0.0000       8.656       8.123       7.854
  0.2500  3376.   -2.12   5.01  17.95  0.0000  0.0000       8.193       7.650       7.388
  0.3000  3436.   -1.96   4.97  20.74  0.0000  0.0000       7.818       7.263       7.007
  0.3500  3475.   -1.84   4.93  23.38  0.0000  0.0000       7.517       6.953       6.701
  0.4000  3522.   -1.71   4.89  26.20  0.0000  0.0000       7.224       6.648       6.400
  0.4500  3582.   -1.59   4.85  29.14  0.0000  0.0000       6.936       6.343       6.102
  0.5000  3649.   -1.46   4.80  32.53  0.0000  0.0000       6.634       6.019       5.788
  0.5700  3804.   -1.27   4.73  37.62  0.0000  0.0000       6.180       5.517       5.311
  0.6000  3893.   -1.18   4.70  39.81  0.0000  0.0000       5.979       5.294       5.105
  0.6200  3960.   -1.12   4.68  41.24  0.0000  0.0000       5.847       5.152       4.973
  0.7000  4239.   -0.88   4.62  47.32  0.0000  0.0001       5.368       4.709       4.547
  0.7500  4460.   -0.73   4.59  50.79  0.0000  0.0084       5.057       4.436       4.298
  0.8000  4654.   -0.59   4.55  54.95  0.0000  0.1050       5.057       4.436       4.298
  0.8500  4843.   -0.45   4.50  59.68  0.0000  0.3140       5.057       4.436       4.298
  0.9000  5043.   -0.31   4.46  64.64  0.0000  0.5260       4.168       3.709       3.610
  0.9500  5234.   -0.17   4.40  70.61  0.0000  0.6850       3.876       3.462       3.372
  1.0000  5399.   -0.03   4.34  77.93  0.0000  0.7890       3.581       3.204       3.120
  1.0500  5551.    0.12   4.27  86.90  0.0000  0.8560       3.277       2.929       2.850
  1.1000  5665.    0.25   4.19  97.29  0.0000  0.9020       2.984       2.656       2.582
  1.1500  5632.    0.34   4.10 109.62  0.0000  0.9330       2.740       2.407       2.332
-----------------------------------------------------------------------------------------



   t (Gyr) =  6.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0020   120.   -8.69   3.70   7.26  1.0000  1.0000      37.310      33.217      54.496
  0.0030   151.   -8.29   3.87   7.31  1.0000  1.0000      33.324      30.662      48.799
  0.0040   180.   -7.99   4.00   7.30  1.0000  1.0000      29.745      28.190      43.551
  0.0050   207.   -7.75   4.10   7.27  1.0000  1.0000      26.755      26.452      39.437
  0.0060   231.   -7.57   4.18   7.21  1.0000  1.0000      25.552      25.749      37.413
  0.0070   252.   -7.43   4.26   7.16  1.0000  1.0000      24.572      25.067      35.638
  0.0080   271.   -7.30   4.32   7.10  1.0000  1.0000      23.749      24.399      34.041
  0.0090   288.   -7.20   4.38   7.05  1.0000  1.0000      23.079      23.782      32.656
  0.0100   304.   -7.12   4.43   7.00  0.9800  1.0000      22.550      23.224      31.449
  0.0120   343.   -6.92   4.52   6.91  0.3285  1.0000      21.684      22.203      29.143
  0.0150   382.   -6.75   4.64   6.77  0.0000  1.0000      20.803      21.213      26.863
  0.0200   450.   -6.49   4.79   6.56  0.0000  1.0000      19.862      20.027      23.961
  0.0300   580.   -6.10   5.02   6.19  0.0000  1.0000      18.524      18.463      20.418
  0.0400   716.   -5.78   5.19   5.89  0.0000  1.0000      17.275      17.334      18.324
  0.0500   885.   -5.45   5.32   5.64  0.0000  0.9420      16.177      16.269      16.573
  0.0600  1070.   -5.15   5.43   5.46  0.0000  0.0000      15.225      15.334      15.269
  0.0700  1463.   -4.59   5.48   5.57  0.0000  0.0000      13.720      13.680      13.506
  0.0720  1669.   -4.33   5.46   5.74  0.0000  0.0000      13.103      12.946      12.832
  0.0750  2001.   -3.95   5.41   6.20  0.0000  0.0000      12.244      11.887      11.708
  0.0800  2321.   -3.60   5.35   6.86  0.0000  0.0000      11.479      11.038      10.759
  0.0900  2623.   -3.27   5.29   7.84  0.0000  0.0000      10.784      10.301      10.002
  0.1000  2785.   -3.08   5.25   8.67  0.0000  0.0000      10.380       9.879       9.584
  0.1100  2921.   -2.93   5.22   9.40  0.0000  0.0000      10.059       9.548       9.259
  0.1300  3055.   -2.73   5.17  10.81  0.0000  0.0000       9.621       9.102       8.817
  0.1500  3151.   -2.58   5.13  12.10  0.0000  0.0000       9.282       8.757       8.476
  0.1750  3236.   -2.43   5.10  13.63  0.0000  0.0000       8.936       8.407       8.132
  0.2000  3292.   -2.31   5.07  15.11  0.0000  0.0000       8.652       8.119       7.850
  0.2500  3377.   -2.11   5.01  18.02  0.0000  0.0000       8.184       7.641       7.379
  0.3000  3436.   -1.96   4.96  20.84  0.0000  0.0000       7.807       7.252       6.996
  0.3500  3475.   -1.83   4.92  23.49  0.0000  0.0000       7.507       6.942       6.690
  0.4000  3522.   -1.71   4.89  26.25  0.0000  0.0000       7.220       6.643       6.396
  0.4500  3582.   -1.59   4.84  29.21  0.0000  0.0000       6.931       6.338       6.097
  0.5000  3650.   -1.46   4.80  32.60  0.0000  0.0000       6.629       6.013       5.782
  0.5700  3806.   -1.26   4.73  37.72  0.0000  0.0000       6.171       5.508       5.303
  0.6000  3897.   -1.17   4.70  39.92  0.0000  0.0000       5.969       5.283       5.095
  0.6200  3965.   -1.11   4.68  41.37  0.0000  0.0000       5.837       5.141       4.963
  0.7000  4248.   -0.87   4.61  47.52  0.0000  0.0000       5.352       4.694       4.533
  0.7500  4472.   -0.72   4.58  51.09  0.0000  0.0070       5.036       4.418       4.281
  0.8000  4668.   -0.57   4.54  55.44  0.0000  0.1010       5.036       4.418       4.281
  0.8500  4862.   -0.43   4.49  60.40  0.0000  0.3130       5.036       4.418       4.281
  0.9000  5068.   -0.28   4.44  65.74  0.0000  0.5260       4.119       3.666       3.568
  0.9500  5258.   -0.14   4.38  72.44  0.0000  0.6850       3.809       3.400       3.312
  1.0000  5421.    0.02   4.30  81.16  0.0000  0.7890       3.483       3.111       3.027
  1.0500  5555.    0.17   4.22  92.07  0.0000  0.8560       3.150       2.803       2.725
  1.1000  5536.    0.27   4.13 104.46  0.0000  0.9020       2.887       2.536       2.457
-----------------------------------------------------------------------------------------



   t (Gyr) =  7.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0020   114.   -8.80   3.70   7.25  1.0000  1.0000      38.232      33.837      55.797
  0.0030   143.   -8.39   3.87   7.29  1.0000  1.0000      34.430      31.432      50.381
  0.0040   170.   -8.09   4.00   7.28  1.0000  1.0000      31.051      29.124      45.441
  0.0050   196.   -7.85   4.10   7.24  1.0000  1.0000      27.647      27.128      40.879
  0.0060   219.   -7.66   4.19   7.18  1.0000  1.0000      26.099      26.251      38.500
  0.0070   240.   -7.51   4.26   7.13  1.0000  1.0000      25.091      25.573      36.703
  0.0080   259.   -7.38   4.33   7.07  1.0000  1.0000      24.266      24.932      35.132
  0.0090   276.   -7.28   4.38   7.02  1.0000  1.0000      23.571      24.314      33.721
  0.0100   292.   -7.19   4.44   6.97  0.9800  1.0000      22.991      23.734      32.467
  0.0120   327.   -7.00   4.53   6.88  0.3285  1.0000      22.086      22.696      30.204
  0.0150   366.   -6.83   4.64   6.74  0.0000  1.0000      21.175      21.671      27.876
  0.0200   431.   -6.57   4.79   6.53  0.0000  1.0000      20.107      20.382      24.740
  0.0300   556.   -6.18   5.02   6.16  0.0000  1.0000      18.813      18.761      21.009
  0.0400   688.   -5.85   5.19   5.86  0.0000  1.0000      17.540      17.589      18.755
  0.0500   847.   -5.53   5.33   5.60  0.0000  0.9420      16.446      16.533      16.979
  0.0600  1029.   -5.22   5.43   5.41  0.0000  0.0000      15.446      15.567      15.575
  0.0700  1411.   -4.66   5.48   5.52  0.0000  0.0000      13.899      13.891      13.696
  0.0720  1632.   -4.38   5.47   5.70  0.0000  0.0000      13.208      13.074      12.955
  0.0750  1998.   -3.95   5.41   6.20  0.0000  0.0000      12.251      11.895      11.718
  0.0800  2321.   -3.60   5.35   6.86  0.0000  0.0000      11.478      11.037      10.758
  0.0900  2623.   -3.27   5.29   7.84  0.0000  0.0000      10.783      10.300      10.001
  0.1000  2785.   -3.08   5.25   8.67  0.0000  0.0000      10.379       9.879       9.583
  0.1100  2921.   -2.93   5.22   9.39  0.0000  0.0000      10.059       9.548       9.258
  0.1300  3056.   -2.73   5.17  10.81  0.0000  0.0000       9.621       9.102       8.816
  0.1500  3151.   -2.58   5.13  12.11  0.0000  0.0000       9.281       8.756       8.475
  0.1750  3236.   -2.43   5.10  13.64  0.0000  0.0000       8.934       8.404       8.130
